page,line,text
425,11,had with any Russiansor representatives of the Russian government at the
425,12,event.
425,13,b. Following the Obama Administration's imposition of sanctions on Russia iri
425,14,"December 2016 {""Russia sanctions""), did you discuss with Lieutenant General"
425,15,"{LTG) Michael Flynn, K.T. McFarland, Steve Bannon, Reince Priebus, Jared Kushner,"
425,16,"Erik Prince, or anyone else associated with the transition what should be"
425,17,"communicated to the Russian government regarding the sanctions? If yes,"
425,18,"describe who you spoke with about this issue, when, and the substance of the"
425,19,discussion{s).
425,20,"c. On December 29 and December 31, 2016, LTG Flynn had conversations with"
425,21,Russian Ambassador Sergey Kislyak about the Russia sanctions and Russia's
425,22,response to the Russia sanctions.
425,23,i. Did you direct or suggest that LTG Flynn have discussions with anyone from
425,24,the Russian government about the Russia sanctions?
425,25,"ii. Were you told in advance of LTG Flynn's December 29, 2016 conversation"
425,26,"that he was going to be speaking with Ambassador Kislyak? If yes, describe"
425,27,"who told you this information, when, and what you were told. If no, when"
425,28,"and from whom did you learn of LTG Flynn's December 29, 2016"
425,29,conversation with Ambassador Kislyak?
425,30,iii. When did you learn of LTG Flynn and Ambassador Kislyak's call on
425,31,"December 31, 2016? Who told you and what were you told?"
425,32,iv. When did you learn that sanctions were discussed in the December 29 and
425,33,"December 31, 2016 calls between LTG Flynn and Ambassador Kislyak?"
425,34,Who told you and what were you told?
425,35,"d. At any time between December 31, 2016, and January 20, 2017, did anyone tell"
425,36,you or suggest to you that Russia's decision not to impose reciprocal sanctions
425,37,was attributable in any way to LTG Flynn's communications with Ambassador
425,38,"Kislyak? If yes, identify who provided you with this information, when, and the"
425,39,substance of what you were told.
425,40,C-9
425,41,NA
426,1,U.S. Department of Justice
426,2,Attoffley Work Protittet // Mtty CotttttiH Mttterittl Proteeteti UAtier Fee. R. CrirA. P. 6(e)
426,3,"e. On January 12, 2017, the Washington Post published a column that stated that"
426,4,"LTG Flynn phoned Ambassador Kislyak several times on December 29, 2016. After"
426,5,"learning of the column, did you direct or suggest to anyone that LTG Flynn should"
426,6,"deny that he discussed sanctions with Ambassador Kislyak? If yes, who did you"
426,7,"make this suggestion or direction to, when, what did you say, and why did you"
426,8,take this step?
426,9,"i. After learning of the column, did you have any conversations with LTG"
426,10,Flynn about his conversations with Ambassador Kislyak in December 2016?
426,11,"If yes, describe when those discussions occurred and the content of the"
426,12,discussions.
426,13,f. Were you told about a meeting between Jared Kushner and Sergei Gorkov that
426,14,took place in December 2016?
426,15,"i. If yes, describe who you spoke with, when , the substance of the"
426,16,"discussion(s}, and what you understood was the purpose of the meeting."
426,17,g. Were you told about a meeting or meetings between Erik Prince and Kiri II Dmitriev
426,18,or any other representative from the Russian government that took place in
426,19,January 2017?
426,20,"i. If yes, describe who you spoke with, when , the substance of the"
426,21,"discussion(s}, and what you understood was the purpose of the meeting(s)."
426,22,"h. Prior to January 20, 2017, did you talk to Steve Bannon, Jared Kushner, or any"
426,23,oth er individual associated with the transition regarding establishing an unofficial
426,24,"line of communication with Russia? If yes, describe who you spoke w ith, when,"
426,25,"the substance of the discussion(s), and what you understood was the purpose of"
426,26,such an unofficial line of communication.
426,27,C-10
426,28,NA
427,1,U.S. Department of Justice
427,2,"AMenwy Werk Preattet // Ma:,·Contain Mate1•ialPreteetea Unaer Feel. R. Ct1ittt. P. 6(e)"
427,3,RESPONSESOF PRESIDENTDONALDJ. TRUMP
427,4,I.     June 9. 2016 Meeting at Trump Tower
427,5,"a.     When did you first learn that Donald Trump, Jr., Paul Manafort, or Jared Kushner was"
427,6,considering participating in a meeting in June 2016 concerning potentially negative
427,7,information about Hillary Clinton? Describe who you learned the information from and the
427,8,substance of the discussion.
427,9,"b.     Attached to this document as Exhibit A is a series of emails from June 2016 between,"
427,10,"among others, Donald Trump, Jr. and Rob Goldstone. In addition to the emails reflected in."
427,11,"Exhibit A, Donald Trump, Jr. had other communications with Rob Goldstone and £min"
427,12,"Agalarov between )une 3, 2016, and June 9, 2016."
427,13,"i.     Did Mr. Trump, Jr. or anyone else tell you about or show you any of these"
427,14,"communications? If yes, describe who discussed the communications with you,"
427,15,"when, and the substance of the discussion(s),"
427,16,11.     When did you first see or learn about all or any part of the emails reflected     in
427,17,Exhibit A?
427,18,iii.    When did you first learn that the proposed meeting involved cirwas described as
427,19,being part of Russia and its government's support for your candidacy?
427,20,1v.    Did you suggest to or direct anyone not to discuss or release publicly all or any
427,21,"portion of the emails reflected in Exhibit A? If yes, describe who you"
427,22,"communicated with, when, the substance of the communication(s), and why you"
427,23,took that action.
427,24,"c.     On June 9, 2016, Donald Trump, Jr., Paul Manafort, and Jared Kushner attended a meeting"
427,25,"at Trump Tower with several individuals, including a Russian lawyer, Natalia"
427,26,"Yeselnitskaya (the ""June 9 meeting"")."
427,27,"i.     Other than as set fotth in your answers to I.a and l.b, what, if anything, were you"
427,28,"told about the possibility of this meeting taking place, or the scheduling of such a"
427,29,"meeting? Describe who you discussed this with, when, and what you were informed"
427,30,about the meeting.
427,31,ii.    When did you learn that some of the individuals attending the June 9 meeting were
427,32,Russian or had any affiliation with any part of the Russian government? Describe
427,33,who you learned this information from and the substance of the discussion(s).
427,34,6
427,35,C-11
427,36,NA
428,1,U.S. Department of Justice
428,2,"Atte,n1ey 'Nork Prne1:1et// M1t:,·Ce,Ht1tiH M1tteri1tlPre,teetee UHeer Fee. R. Criffi. P. 6(e)"
428,3,iii.     What were you told about what was discussed at the June 9 meeting? Describe each
428,4,"conversation in which you were told about whal was discussed at lhe meeting, who"
428,5,"the conversation was with, when it occurred, and the substance of the statements"
428,6,lhey made about the meeting.
428,7,"iv.      Were you told that the June 9 meeting was about, in whole or in part, adoption"
428,8,"and/or the Magnitsky Act? If yes, describe who you had that discussion with, when,"
428,9,and the substance of the discussion.
428,10,"d.      For the period June 6, 2016 through June 9, 2016, for what portion of each day were you"
428,11,in Trump Tower?
428,12,"1.       Did you speak or meet with Donald Trump, Jr., Paul Manafort, or Jared Kushner"
428,13,"on June 9, 2016? If yes, did any portion of any of those conversations or meetings"
428,14,"include any reference to any aspect of the June 9 meeting? If yes, describe who you"
428,15,spoke with and the substance of the conversation.
428,16,e.       Did you communicate directly or indirectly with any member or representative of the
428,17,"Agalarov family after June 3, 2016? If yes, describe who you spoke with, when, and the"
428,18,substance of the communication.
428,19,"f.       Did you learn of any communications between Donald Trump , Jr., Paul Manaforl, or Jared"
428,20,"Kushner and any member or representative of the Agalarov family, Natalia Veselnitskaya,"
428,21,"Rob Goldstone, or any Russian official or contact that took place after June 9, 20 l 6 and"
428,22,concerned the June 9 meeting or efforts by Russia to assist the campaign ? If yes. describe
428,23,"who you learned this information from, when, and the substance of what you learned."
428,24,"g.       On June 7, 2016, you gave a speech in which you said, in part,' ·[ am going to give a major"
428,25,speech on probably Monday of next week and we're going to be discussing all of the things
428,26,that have taken place with the Clintons .''
428,27,1.       Why did you make that statement?
428,28,ii.      What information did you plan to share with respect to the Clintons?
428,29,111.     What did you believe the source(s) of that information would be?
428,30,iv.     Did you expect any of the information to have come from the June 9 meeting?
428,31,"v.       Did anyone help draft the speech that you were referring to? If so, who?"
428,32,"vt.     Why did you ultimately not give the speech you referenced on June 7, 2016?"
428,33,h.        Did any person or entity inform you during the campaign that Vladimir Putin or the Russian
428,34,7
428,35,C-12
428,36,NA
429,1,U.S. Department of Justice
429,2,"AtteirRey\Ve,rkPreifittet// MB:)'CeiRtB:iRMateriB:IPre,teetefi Uttfier Fee. R. Crim. P. 6(e)"
429,3,"government supported your candidacy or opposed the candidacy of Hillary Clinton? If yes,"
429,4,"describe the source(s) of the information. when you were informed, and the content of such"
429,5,discussion(s).
429,6,1.       Did any person or entity inform you during the campaign that any foreign government or
429,7,"foreign leader, other than Russia or Vladimir Putin, had provided, wished to provide, or"
429,8,"offered to provide tangible support to your campaign, including by way of offering to"
429,9,"provide negative information on Hillary Clinton? If yes, describe the source(s) of the"
429,10,"information, when you were informed, and the content of such discussion(s)."
429,11,"Response to Question l, Parts (a) through (c)"
429,12,"I have no recollection of learning at the time that Donald Trump, Jr., Paul Manafort, or Jared"
429,13,Kushner was considering participating in a meeting in June 2016 concerning potentially negative
429,14,"information about Hillary Clinton. Nor do I recall learning during the campaign that the June 9,"
429,15,"2016 meeting had taken place, that the referenced emails existed. or that Donald J. Trump, Jr., had"
429,16,"other communications with Emin Agalarov or Robert Goldstone between June 3, 2016 and June"
429,17,"9, 2016."
429,18,"Response to Question I, Part {d)"
429,19,I have no independent recollection of what portion of these four days in June of2016 I spent in
429,20,"Trump Tower. This was one of many busy months during a fast-paced campaign, as the primary"
429,21,season was ending and we were preparing for the general election campaign.
429,22,I am now aware that my Campaign's calendar indicates that I was in New York City from June 6
429,23,"- 9, 2016. Calendars kept in my Trump Tower office reflect that I had various calls and meetings"
429,24,scheduled for each of these days. While those calls and meetings may or may not actually have
429,25,"taken place, they do indicate that I was in Trump Tower during a portion of each of these working"
429,26,"days, and I have no reason to doubt that I was. When I was in New York City, I stayed at my"
429,27,Trump Tower apartment.
429,28,My Trump Organization desk calendar also reflects that I was outside Trump Tower during
429,29,"portions of these days. The June 7, 2016 calendar indicates I was scheduled to leave Trump Tower"
429,30,"in the early evening for Westchester where I gave remarks after winning the California, New"
429,31,"Jersey, New Mexico, Montana, and South Dakota Republican primaries held that day. The June 8,"
429,32,2016 calendar indicates a scheduled departure in late afternoon to attend a ceremony at my son's
429,33,"school. The June 9, 2016 calendar indicates I was scheduled to attend midday meetings and a"
429,34,"fundraising luncheon at the Four Seasons Hotel. At this point, I do not remember on what dales"
429,35,"these events occurred, but I do not currently have a reason to doubt that they took place as"
429,36,scheduled on my calendar.
429,37,"Widely available media reports, including television footage, also shed light on my activities"
429,38,"during these days. For example, I am aware that my June 7, 2016 victory remarks at the Trump"
429,39,8
429,40,C-13
429,41,NA
430,1,U.S. Department ofJustice
430,2,AMerRe)·'.\'erk Preclttet // Ma)' Cm~tttil'lMtttel'ittlPreteetecl UftclerFecl. R. Criffl. P. 6(e)
430,3,"National Golf Club in Briarcliff Manor, New York, were recorded and published by the media. 1"
430,4,remember winning those primaries and generally recall delivering remarks that evening.
430,5,"At this point in time, I do not remember whether I spoke or met with Donald Trump, Jr., Paul"
430,6,"Manafort, or Jared Kushner on June 9, 2016. My desk calendar indicates I was scheduled to meet"
430,7,"with Paul Manafort on the morning of June 9, but I do not recall if that meeting took place. It was"
430,8,"more than two years ago, at a time when I had many calls and interactions daily.               ·"
430,9,"Response to Question I, Part (e)"
430,10,I have no independent recollection of any communications I had with the Agalarov family or
430,11,"anyone r understood to be a representative of the Agalarov family after June 3, 2016 and before"
430,12,"the end of the campaign. While preparing to respond to these questions, I have become aware of"
430,13,"written communications with the Agalarovs during the campaign that were sent, received, and"
430,14,largely authored by my staff and which I understand have already been produced to you.
430,15,"In general, the documents include congratulatory letters on my campaign victories, emails about a"
430,16,painting Emin and Aras Agalarov arranged to have delivered to Trump Tower as a birthday
430,17,"present, and emails regarding delivery of a book written by Aras Agalarov. The documents reflect"
430,18,that the deliveries were screened by the Secret Service.
430,19,"Response to Question I, Part (t)"
430,20,"I do not recall being aware during the campaign of communications between Donald Trump, Jr.,"
430,21,"Paul Manafort, or Jared Kushner and any member or representative of the Agalarov family, Robert"
430,22,"Goldstone, Natalia Yeselnitskaya (whose name I was not familiar with), or anyone I understood"
430,23,to be a Russian official.
430,24,"Response to Question I, Part (g)"
430,25,"In remarks I delivered the night I won the California, New Jersey, New Mexico, Montana, and"
430,26,"South Dakota Republican primaries, I said, ""I am going to give a major speech on probably"
430,27,Monday of next week and we're going to be discussing all of the things that have taken place with
430,28,"the Clintons."" In general, l expected to give a speech referencing the publicly available, negative"
430,29,"information about the Clintons, including, for example, Mrs. Clinton's failed policies, the"
430,30,Clintons' use of the State Department to further their interests and the interests of the Clinton
430,31,"Foundation, Mrs. Clinton's improper use of a private server for State Department business, the"
430,32,"destruction of 33,000 emails on that server, and Mrs. Clinton's temperamental unsuitability for the"
430,33,office of President.
430,34,"In the course of preparing to respond to your questions, I have become aware that the Campaign"
430,35,"documents already produced to you reflect the drafting, evolution, and sources of information for"
430,36,"the speech I expected to give ""probably"" on the Monday following my June 7, 2016 comments."
430,37,These documents generally show that the text of the speech was initially drafted by Campaign staff
430,38,9
430,39,C-14
430,40,NA
431,1,U.S. Department of Justice
431,2,"Atterfl:e)""\\'erk PreEiuet// May Cofl:taifl:Material Prnteeted UHEierFee. R. Cri1fl.P. 6(e)"
431,3,"with input from various outside advisors and was based on publicly available material, including,"
431,4,"in particular, information from the book CUnton Cash by Peter Schweizer."
431,5,"The Pulse Nightclub terrorist attack took place in the early morning hours of Sunday, June 12,"
431,6,"2016. In light of that tragedy, I gave a speech directed more specifically to national security and"
431,7,terrorism than to the Clintons. That speech was delivered at the Saint Anselm College Institute of
431,8,"Politics in Manchester, New Hampshire, and, as reported, opened with the following:"
431,9,"This was going to be a speech on Hillary Clinton and how bad a President,"
431,10,"especially in these times of Radical Islamic Terrorism, she would be. Even her"
431,11,"former Secret Service Agent, who has seen her under pressure and in times of stress,"
431,12,has stated that she lacks the temperament and integrity to be president. There will
431,13,"be plenty of oppo1tunity to discuss these important issues at a later time, and I will"
431,14,deliver that speech soon. But today there is only one thing to discuss: the growing
431,15,threat of terrorism inside of our borders.
431,16,"I continued to speak about Mrs. Clinton's failings throughout the campaign, using the information"
431,17,"prepared for inclusion in the speech to which I referred on June 7, 2016."
431,18,"Response to Question I, Part (h)"
431,19,I have no recollection of being told during the campaign that Vladimir Putin or the Russian
431,20,"government ""suppotted"" my candidacy or ""opposed"" the candidacy of Hillary Clinton. However,"
431,21,I was aware of some reports indicating that President Putin had made complimentary statements
431,22,about me.
431,23,"Response to Question I, Part (i)"
431,24,I have no recollection of being told during the campaign that any foreign government or foreign
431,25,"leader had provided, wished to provide, or offered to provide tangible support to my campaign."
431,26,II.     Russian Hacking / Russian Efforts Using Social Media / WikiLeaks
431,27,"a.      On June 14, 2016, it was publicly reported that computer hackers had penetrated the"
431,28,computer network of the Democratic National Committee (DNC) and that Russian
431,29,"intelligence was behind the unauthorized access, or hack. Prior to June 14, 20 I6, were you"
431,30,provided any information about any potential or actual hacking of the computer systems or
431,31,"email accounts of the DNC, the Democratic Congressional Campaign Committee (DCCC),"
431,32,"the Clinton Campaign, Hillary Clinton, or individuals associated with the Clinton"
431,33,"campaign? If yes, describe who provided this information, when, and the substance of the"
431,34,information.
431,35,10
431,36,C-15
431,37,NA
432,1,U.S. Department of Justice
432,2,Atterfte~· \l/erk Proa1:1et// May Ce11tai11  Material Proteetea U11aerFea . R. Crim. P. 6(e)
432,3,"b.     On July 22, 2016, WikiLeaks released nearly 20,000 emails sent or received by Democratic"
432,4,party officials.
432,5,"1.       Prior to the July 22, 2016 release, were you aware from any source that WikiLeaks,"
432,6,"Guccifer 2.0, DCLeaks, or Russians had or potentially had possession of or planned"
432,7,to release emails or information that could help your campaign or hurt the Clinton
432,8,"campaign? If yes, describe who you discussed this issue with, when, and the"
432,9,substance of the discussion(s).
432,10,"11.      After the release of emails by WikiLeaks on July 22, 2016, were you told that"
432,11,WikiLeaks possessed or might possess additional information that could be
432,12,"released during the campaign? If yes, describe who provided this information,"
432,13,"when, and what you were told."
432,14,"c.      Are you aware of any communications during the campaign, directly or indirectly, between"
432,15,"Roger Stone, Donald Trump, Jr., Paul Manafort, or Rick Gates and (a) WikiLeaks, (b)"
432,16,"Julian Assange, (c) other representatives of WikiLeaks, (d) Guccifer 2.0, (e) representatives"
432,17,"of Guccifer 2.0, or (f) representatives of DCLeaks? If yes, describe who provided you with"
432,18,"this information, when you learned of the communications, and what you know about those"
432,19,communications.
432,20,"d.      On July 27, 2016, you stated at a press conference: "" Russia, if you' re listening, I hope"
432,21,"you' re able to find the 30,000 emails that are missing. I think you will probably be rewarded"
432,22,"mightily by our press."""
432,23,"1.       Why did you make that request of Russia, as opposed to any other country, entity,"
432,24,or individual?
432,25,"ii.      In advance of making that statement, what discussions, if any, did you have with"
432,26,anyone else about the substance of the statement?
432,27,iii.     Were you told at any time before or after you made that statement that Russia was
432,28,attempting to infiltrate or hack computer systems or email accounts of Hillary
432,29,"Clinton or her campaign? If yes, describe who provided this information, when, and"
432,30,what you were told.
432,31,"e.      On October 7, 2016, emails hacked from the account of John Podesta were released by"
432,32,WikiLeaks.
432,33,"i.       Where were you on October 7, 20 I 6?"
432,34,"ii.      Were you told at any time in advance of, or on the day of, the October 7 release that"
432,35,"WikiLeaks possessed or might possess emails related to John Podesta? If yes,"
432,36,"describe who told you this, when, and what you were told."
432,37,11
432,38,C-16
432,39,NA
433,1,U.S. Department of Justice
433,2,AtterRey Werk Presttet // Ma)' Cm~taiR Material Preteetes UAser Fee. R. Criffl. P. 6(e)
433,3,"iii.     Are you aware of anyone associated with you or your campaign, including Roger"
433,4,"Stone, reaching out to WikiLeaks, either directly or through an intermediary, on or"
433,5,"about October 7, 2016? If yes, identify the person and describe the substance of the"
433,6,conversations or contacts.
433,7,"f.      Were you told of anyone associated with you or your campaign, including Roger Stone,"
433,8,"having any discussions, directly or indirectly, with WikiLeaks, Guccifer 2.0, or DCLeaks"
433,9,"regarding the content or timing of release of hacked emails? If yes, describe who had such"
433,10,"contacts, how you became aware of the contacts, when you became aware of the contacts,"
433,11,and the substance of the contacts.
433,12,"g.       From June 1, 2016 through the end of the campaign, how frequently did you communicate"
433,13,with Roger Stone? Describe the nature of your communication(s) with Mr. Stone.
433,14,"1.       During that time period, what efforts did Mr. Stone tell you he was making to assist"
433,15,"your campaign, and what requests. if any, did you make of Mr. Stone?"
433,16,"ii.      Did Mr. Stone ever discuss WikiLeaks with you or, as far as you were aware, with"
433,17,"anyone else associated with the campaign? If yes, describe what you were told, from"
433,18,whom. and when.
433,19,iii.    Did Mr. Stone at anytime inform you about contacts he had with WikiLeaks or any
433,20,"intermediary of WikiLeaks. or about forthcoming releases of information? If yes,"
433,21,describe what Stone told you and when.
433,22,"h.       Did you have any discussions prior to January 20, 2017, regarding a potential pardon or"
433,23,"other action to benefit Julian Assange? If yes, describe who you had the discussion(s) with,"
433,24,"when, and the content of the discussion(s)."
433,25,"i.       Were you aware of any efforts by foreign individuals or companies, including those in"
433,26,"Russia, to assist your campaign through the use of social media postings or the organization"
433,27,"of rallies? If yes, identify who you discussed such assistance with, when, and the content"
433,28,of the discussion(s).
433,29,"Response to Question II, Part (a)"
433,30,"I do not remember the date on which it was publicly reported that the DNC had been hacked, but"
433,31,my best recollection is that I learned of the hacking at or shortly after the time it became the subject
433,32,of media reporting. I do not recall being provided any information during the campaign about the
433,33,hacking of any of the named entities or individuals before it became the subject of media reporting.
433,34,12
433,35,C-17
433,36,NA
434,1,U.S. Department of Justice
434,2,Atterfte)' Werk Pret:ittet// May Cm1taiftMaterial Prnteetet:ilJFtt:ierFet:i.R. Crim. P. 6(e)
434,3,"Response to Question U, Part (b)"
434,4,I recall that in the months leading up to the election there was considerable media reporting about
434,5,the possible hacking and release of campaign-related information and there was a lot of talk about
434,6,"this matter. At the time, I was generally aware of these media reports and may have discussed these"
434,7,"issues with my campaign staff or others, but at this point in time - more than two years later - I"
434,8,"have no recollection of any particular conversation, when it occurred, or who the participants were."
434,9,"Response to Question II, Part (c)"
434,10,I do not recall being aware during the campaign of any communications between the individuals
434,11,named in Question II (c) and anyone I understood to be a representative of WikiLeaks or any of
434,12,the other individuals or entities referred to in the question.
434,13,"Response to Question II, Part (d)"
434,14,"I made the statement quoted in Question II (d) in jest and sarcastically, as was apparent to any"
434,15,objective observer. The context of the statement is evident in the full reading or viewing of the
434,16,"July 27, 2016 press conference, and I refer you to the publicly available transcript and video of"
434,17,that press conference. I do not recall having any discussion about the substance of the statement in
434,18,advance of the press conference. I do not recall being told during the campaign of any efforts by
434,19,Russia to infiltrate or hack the computer systems or email accounts of Hillary Clinton or her
434,20,campaign prior to them becoming the subject of media repo11ingand I have no recollection of any
434,21,particular conversation in that regard.
434,22,"Response to Question II, Part (e)"
434,23,"I was in Trump Tower in New York City on October 7, 2016. I have no recollection of being told"
434,24,that WikiLeaks possessed or might possess emails related to John Podesta before the release of
434,25,"Mr. Podesta's emails was reported by the media. Likewise, I have no recollection of being told"
434,26,"that Roger Stone, anyone acting as an intermediary for Roger Stone, or anyone associated with my"
434,27,"campaign had communicated with WikiLeaks on October 7, 2016."
434,28,"Response to Question II, Part (0"
434,29,I do not recall being told during the campaign that Roger Stone or anyone associated with my
434,30,campaign had discussions with any of the entities named in the question regarding the content or
434,31,timing of release of hacked emails.
434,32,"Response to Question ll, Part (g)"
434,33,I spoke by telephone with Roger Stone from time to time during the campaign. I have no
434,34,recollection of the specifics of any conversations I had with Mr. Stone between June 1.2016 and
434,35,13
434,36,C-18
434,37,NA
435,1,U.S. Department of Justice
435,2,Attert1ey Werk Preelttet // Mft)' CefttEtiHMEtteriEtl Prateeteel UHder Fed. R. Cri1fl.P. 6(e)
435,3,"November 8, 2016. I do not recall discussing WikiLeaks with him, nor do I recall being aware of"
435,4,"Mr. Stone having discussed WikiLeaks with individuals associated with my campaign, although I"
435,5,was aware that WikiLeaks was the subject of media reporting and campaign-related discussion at
435,6,the time.
435,7,"Response to Question II, Part (h)"
435,8,I do not recall having had any discussion during the campaign regarding a pardon or action to
435,9,benefit Julian Assange.
435,10,"Response to Question II, Part (i)"
435,11,I do not recall being aware during the campaign of specific effo11s by foreign individuals or
435,12,companies to assist my campaign through the use of social media postings or the organization of
435,13,rallies.
435,14,III.     The Trump Organization Moscow Project
435,15,"a.       In October 2015, a ""Letter of Intent,"" a copy of which is attached as Exhibit B, was signed"
435,16,"for a proposed Trump Organization project in Moscow (the ""Trump Moscow project"")."
435,17,1.      When were you first informed of discussions about the Trump Moscow project?
435,18,By whom? What were you told about the project?
435,19,ii.     Did you sign the letter of intent?
435,20,"b.       In a statement provided to Congress, attached as Exhibit C, Michael Cohen stated: ""To the"
435,21,"best of my knowledge, Mr. Trump was never in contact with anyone about this proposal"
435,22,"other than me on three occasions, including signing a non-binding letter of intent in 2015."""
435,23,"Describe all discussions you had with Mr. Cohen, or anyone else associated with the Trump"
435,24,"Organization, about the Trump Moscow project, including who you spoke with, when, and"
435,25,the substance of the discussion(s).
435,26,c.       Did you learn of any communications between Michael Cohen or Felix Sater and any
435,27,"Russian government officials, including officials in the office of Dmitry Peskov, regarding"
435,28,"the Trump Moscow project? If so, identify who provided this info1mation to you, when,"
435,29,and the substance of what you learned.
435,30,d.       Did you have any discussions between June 2015 and June 2016 regarding a potential trip
435,31,to Russia by you and/or Michael Cohen for reasons related to the Trump Moscow project?
435,32,"If yes, describe who you spoke with, when, and the substance of the discussion(s)."
435,33,e.       Did you at any time direct or suggest that discussions about the Trump Moscow project
435,34,14
435,35,C-19
435,36,NA
436,1,U.S. Depa11rnentof Justice
436,2,A1:ten~eyWerk Prea1:iet// May Cefltttifl Material Prnteetea Uf1ae1•Feel.R. Crim. P. 6(e)
436,3,"should cease, or were you informed at any time that the project had been abandoned? If"
436,4,"yes, describe who you spoke with, when, the substance of the discussion(s), and why that"
436,5,decision was made.
436,6,f.       Did you have any discussions regarding what information would be provided publicly or
436,7,in response to investigative inquiries about potential or actual investments or business deals
436,8,"the Trump Organization had in Russia, including the Trump Moscow project? If yes,"
436,9,"describe who you spoke with, when, and the substance of the discussion(s)."
436,10,"g.       Aside from the Trump Moscow project, did you or the Trump Organization have any other"
436,11,"prospective or actual business interests, investments, or arrangements with Russia or any"
436,12,"Russian interest or Russian individual during the campaign? If yes, describe the business"
436,13,"interests, investments, or arrangements."
436,14,"Response to Question III , Parts (a) through (g)"
436,15,"Sometime in 2015, Michael Cohen suggested to me the possibility of a Trump Organization project"
436,16,"in Moscow. As I recall, Mr. Cohen described this as a proposed project of a general type we have"
436,17,done in the past in a variety of locations. I signed the non-binding Letter of Intent attached to your
436,18,questions as Exhibit B which required no equity or expenditure on our end and was consistent with
436,19,our ongoing efforts to expand into significant markets around the world.
436,20,"I had few conversations with Mr. Cohen on this subject. As I recall, they were brief, and they were"
436,21,"not memorable. I was not enthused about the proposal, and 1 do not recall any discussion of travel"
436,22,to Russia in connection with it. I do not remember discussing it with anyone else at the Trump
436,23,"Organization, although it is possible. I do not recall being aware at the time of any communications"
436,24,between Mr. Cohen or Felix Sater and any Russian government official regarding the Letter of
436,25,"Intent. In the course of preparing to respond to your questions, I have become aware that Mr."
436,26,"Cohen sent an email regarding the Letter of Intent to ""Mr. Peskov"" at a general, public email"
436,27,"account, which should show there was no meaningful relationship with people in power in Russia."
436,28,I understand those documents already have been provided to you.
436,29,I vaguely remember press inquiries and media reporting during the campaign about whether the
436,30,Trump Organization had business dealings in Russia. I may have spoken with campaign staff or
436,31,"Trump Organization employees regarding responses to requests for information, but 1 have no"
436,32,"current recollection of any particular conversation, with whom L may have spoken, when, or the"
436,33,"substance of any conversation. As I recall, neither I nor the Trump Organization had any projects"
436,34,or proposed projects in Russia during the campaign other than the Letter of Tntent.
436,35,IV.      Contacts with Russia and Russia-Related Issues During the Campaign
436,36,"a.       Prior to mid-August 2016 , did you become aware that Paul Manafort had ties to the"
436,37,"Ukrainian government? If yes, describe who you learned this information from, when, and"
436,38,the substance of what you were told. Did Mr. Manafort's connections to the Ukrainian or
436,39,15
436,40,C-20
436,41,NA
437,1,U.S. Department of Justice
437,2,"AtternC)""Werk Pretlttct // May Contain Material Pretcctctl Untlcr Fctl. R. Cri1t1.P. 6(c)"
437,3,Russian governments play any role in your decision to have him join your campaign? If
437,4,"yes, describe that role."
437,5,b.      Were you aware that Paul Manafort offered briefings on the progress of your campaign to
437,6,"Oleg Deripaska? lf yes, describe who you learned this information from, when, the"
437,7,"substance of what you were told, what you understood the purpose was of sharing such"
437,8,"information with Mr. Deripaska, and how you responded to learning this information."
437,9,c.      Were you aware of whether Paul Manafort or anyone else associated with your campaign
437,10,sent or directed others to send internal Trump campaign information to any person located
437,11,"in Ukraine or Russia or associated with the Ukrainian or Russian governments? If yes,"
437,12,"identify who provided you with this information, when, the substance of the discussion(s),"
437,13,"what you understood the purpose was of sharing the internal campaign information, and"
437,14,how you responded to learning this information.
437,15,"d.      Did Paul Manafort communicate to you, directly or indirectly. any positions Ukraine or"
437,16,"Russia would want the U.S. to support? If yes, describe when he communicated those"
437,17,positions to you and the substance of those communications.
437,18,"e.      During the campaign, were you told about efforts by Russian officials to meet with you or"
437,19,"senior members of your campaign? If yes, describe who you had conversations with on this"
437,20,"topic, when, and what you were told."
437,21,"f.      What role, if any, did you have in changing the Republican Party platform regarding"
437,22,"arming Ukraine during the Republican National Convention? Prior to the convention, what"
437,23,information did you have about this platform provision? After the platform provision was
437,24,"changed, who told you about the change, when did they tell you, what were you told about"
437,25,"why it was changed, and who was involved?"
437,26,"g.      On July 27, 2016, in response to a question about whether you would recognize Crimea as"
437,27,"Russian territory and lift sanctions on Russia, you said: ""We' ll be looking at that. Yeah,"
437,28,"we'll be looking."" Did you intend to communicate by that statement or at any other time"
437,29,during the campaign a willingness to lift sanctions and/or recognize Russia's annexation
437,30,of Crimea if you were elected?
437,31,1.      What consideration did you give to lifting sanctions and/or recognizing Russia's
437,32,annexation of Crimea if you were elected? Describe who you spoke with about this
437,33,"topic, when, the substance of the discussion(s)."
437,34,"Response to Question IV, Parts (a) through (d)"
437,35,"Mr. Manafort was hired primarily because of his delegate work for prior presidential candidates,"
437,36,"including Gerald Ford, Ronald Reagan, George H.W. Bush, and Bob Dole. I knew that Mr."
437,37,"Manafort had done international consulting work and, at some time before Mr. Manafort left the"
437,38,16
437,39,C-21
437,40,NA
438,1,U.S. Department of Justice
438,2,"Attertte:,· Werk Preettet // Ma:,· Cetttaitt Material Prnteetee Uttee1•Fee. R. Crim. P. 6(e)"
